Transaction_ID,Transaction_Amount,Transaction_Type,Vendor_Risk_Score,Employee_ID,Department,Transaction_Frequency,Round_Amount_Flag,Weekend_Transaction,Approval_Level,Previous_Fraud_Flag,Unusual_Time_Flag,Multiple_Approvals,Vendor_New_Flag,Audit_Risk
T07417,7269.99,Purchase,0.18,E122,IT,26,0,0,VP,0,0,0,0,0
T07418,4013.18,Transfer,0.26,E378,Finance,9,0,0,Manager,0,0,0,0,0
T07419,1796.53,Purchase,0.75,E131,HR,7,0,0,Director,0,0,0,0,0
T07420,25043.6,Transfer,0.16,E237,Sales,9,0,0,Director,0,0,0,0,0
T07421,4368.95,Expense,0.85,E180,Sales,24,1,0,Manager,1,0,0,0,1
T07422,23428.52,Purchase,0.13,E294,Admin,21,1,0,Manager,0,1,0,0,0
T07423,9898.27,Transfer,0.04,E391,IT,7,0,0,VP,0,0,0,0,0
T07424,10749.38,Purchase,0.4,E192,Admin,12,1,0,Director,0,0,1,1,0
T07425,12666.55,Expense,0.98,E145,Finance,23,0,0,Director,0,1,0,0,0
T07426,9168.1,Purchase,0.11,E126,IT,17,0,0,Manager,0,0,0,0,0
T07427,2120.99,Expense,0.1,E261,Sales,20,1,1,Manager,0,0,0,1,0
T07428,7410.6,Purchase,0.75,E200,Finance,21,0,0,Manager,0,0,0,0,0
T07429,21797.08,Transfer,0.31,E286,Finance,12,0,0,VP,0,0,0,0,0
T07430,21919.38,Expense,0.72,E293,Admin,22,1,0,Director,0,0,0,0,0
T07431,6743.73,Purchase,0.2,E257,Admin,23,0,0,Director,0,0,1,1,0
T07432,12327.52,Expense,0.46,E108,HR,5,0,1,Manager,0,0,1,1,0
T07433,4299.72,Expense,0.27,E311,Sales,18,0,0,VP,0,0,0,1,0
T07434,4723.87,Transfer,0.45,E266,Sales,5,0,0,Director,0,0,1,1,0
T07435,466.34,Transfer,0.77,E373,Admin,5,0,0,Manager,1,0,0,0,0
T07436,45411.37,Transfer,0.76,E397,Sales,7,0,1,Manager,0,0,0,0,0
T07437,4732.34,Transfer,0.52,E210,Sales,29,0,0,Manager,1,0,0,1,0
T07438,5163.34,Expense,0.93,E302,Finance,3,0,1,Director,0,0,0,0,0
T07439,6559.01,Expense,0.26,E347,IT,1,1,0,VP,0,0,0,1,0
T07440,2725.75,Purchase,0.24,E164,IT,28,1,0,VP,0,0,1,0,0
T07441,20392.12,Purchase,0.61,E302,HR,6,0,0,Manager,0,1,1,1,0
T07442,1562.32,Purchase,0.62,E260,IT,28,0,0,VP,0,0,1,0,0
T07443,2882.08,Transfer,0.05,E232,Sales,7,0,0,VP,0,0,0,0,0
T07444,20699.05,Expense,0.61,E277,Finance,27,1,0,Manager,1,0,0,1,0
T07445,8300.03,Expense,0.37,E292,IT,26,0,0,Director,0,1,0,0,0
T07446,24616.46,Purchase,0.75,E365,Sales,8,0,1,VP,0,0,0,1,0
T07447,16302.9,Purchase,0.81,E159,Sales,14,0,0,Director,0,0,0,0,0
T07448,5914.85,Expense,0.55,E304,Admin,23,0,0,VP,0,0,1,0,0
T07449,21043.81,Transfer,0.0,E254,Admin,15,1,0,Manager,0,0,1,0,0
T07450,2472.16,Purchase,0.64,E171,IT,7,0,0,Director,0,0,1,1,0
T07451,15375.11,Purchase,0.75,E255,Admin,7,1,0,Director,1,0,1,0,1
T07452,11494.77,Expense,0.25,E272,Sales,1,0,1,VP,0,0,0,0,0
T07453,6236.04,Expense,0.46,E161,Sales,9,0,0,Director,0,0,0,0,0
T07454,18527.07,Purchase,0.97,E304,Admin,25,1,0,VP,0,0,1,1,0
T07455,41010.64,Purchase,0.3,E159,Finance,7,0,0,Director,0,0,1,0,0
T07456,136334.54,Transfer,0.22,E185,Admin,25,0,0,VP,0,0,1,1,0
T07457,18717.77,Transfer,0.21,E242,Finance,27,0,1,VP,0,0,0,0,0
T07458,10373.99,Transfer,0.56,E106,Admin,20,1,0,Manager,1,0,0,0,0
T07459,5103.19,Transfer,0.95,E394,Sales,7,1,0,Manager,0,0,0,1,0
T07460,5943.77,Purchase,0.61,E278,Sales,18,0,0,VP,0,0,1,0,0
T07461,13057.58,Purchase,0.3,E326,Admin,14,1,0,VP,0,0,0,1,0
T07462,9154.47,Purchase,0.64,E106,HR,22,0,1,VP,0,0,1,0,0
T07463,49025.07,Transfer,0.62,E239,Finance,15,1,0,Manager,0,0,0,0,0
T07464,9186.67,Purchase,0.6,E113,HR,18,1,0,Manager,0,0,1,0,0
T07465,9350.36,Expense,0.16,E133,Sales,10,1,0,Director,0,0,0,1,0
T07466,9675.06,Transfer,0.63,E339,Finance,3,0,0,VP,0,0,0,0,0
T07467,36233.56,Expense,0.43,E196,Admin,27,0,0,Director,0,0,1,0,0
T07468,21041.54,Transfer,0.02,E367,Finance,29,0,0,Manager,0,0,0,0,0
T07469,19047.11,Purchase,0.54,E225,Finance,11,0,0,VP,0,0,0,1,0
T07470,8133.61,Transfer,0.99,E133,IT,1,1,0,Director,0,0,1,0,0
T07471,34064.44,Expense,0.35,E382,Finance,23,1,0,Director,0,0,0,1,0
T07472,782.38,Transfer,0.97,E117,Sales,28,1,1,VP,0,0,0,0,1
T07473,40927.44,Expense,0.1,E392,HR,2,0,1,Director,0,1,0,0,0
T07474,14379.55,Purchase,0.73,E167,HR,16,0,0,Director,0,0,1,0,0
T07475,10158.27,Expense,0.11,E336,Admin,3,0,0,Manager,0,0,0,0,0
T07476,13749.95,Purchase,0.27,E179,IT,28,0,0,Manager,0,0,1,1,0
T07477,22017.23,Expense,0.57,E185,HR,17,0,1,Director,0,1,0,0,0
T07478,256.95,Purchase,0.59,E159,HR,3,0,0,Director,0,0,0,0,0
T07479,41044.6,Expense,0.78,E147,Finance,11,0,1,VP,0,0,1,0,0
T07480,11838.53,Purchase,0.62,E278,Sales,4,0,0,Manager,0,0,0,0,0
T07481,8400.41,Purchase,0.59,E183,Sales,7,1,0,VP,0,0,1,0,0
T07482,2975.7,Purchase,0.91,E194,Admin,22,0,0,VP,0,0,0,1,0
T07483,11577.29,Expense,0.45,E351,Sales,16,0,1,Manager,0,0,0,0,0
T07484,13716.39,Expense,0.23,E279,HR,17,0,0,Director,0,0,1,0,0
T07485,10338.44,Purchase,0.16,E183,Finance,11,0,0,Director,0,0,1,0,0
T07486,22705.12,Transfer,0.4,E249,Sales,4,1,0,VP,0,0,1,0,0
T07487,10925.48,Purchase,0.71,E138,IT,25,0,0,VP,0,1,0,0,0
T07488,65099.17,Transfer,0.04,E378,IT,3,0,1,Director,0,1,1,0,1
T07489,18289.72,Purchase,0.13,E212,IT,22,0,0,VP,0,0,0,0,0
T07490,32950.89,Expense,0.11,E226,Sales,27,1,0,Director,0,1,0,0,0
T07491,2316.21,Transfer,0.59,E140,Finance,16,1,1,Manager,0,0,0,0,0
T07492,10126.43,Expense,0.24,E257,Sales,2,0,1,Manager,0,0,1,1,0
T07493,8215.01,Transfer,0.17,E305,HR,5,1,0,Director,0,0,0,1,0
T07494,16855.34,Transfer,0.59,E146,Sales,25,0,1,VP,1,0,1,0,0
T07495,39481.97,Transfer,0.76,E284,IT,28,1,0,Manager,0,0,0,0,0
T07496,1631.54,Transfer,0.33,E171,IT,18,0,0,Director,0,1,0,0,0
T07497,1506.86,Expense,0.58,E156,Finance,3,0,1,Director,0,0,0,0,0
T07498,37984.81,Transfer,0.1,E338,Admin,28,1,0,VP,0,0,0,0,0
T07499,4786.73,Purchase,0.94,E161,IT,2,0,1,VP,0,1,1,0,1
T07500,22097.83,Purchase,0.34,E156,IT,2,1,0,VP,0,0,0,0,0
T07501,15656.11,Transfer,1.0,E342,Admin,22,0,0,Manager,0,0,0,0,0
T07502,35782.49,Expense,0.98,E223,Sales,22,0,0,Manager,0,0,0,0,0
T07503,2672.66,Expense,0.78,E252,IT,21,0,0,Manager,0,1,0,0,0
T07504,2780.25,Transfer,0.02,E354,Finance,2,0,0,Director,0,0,0,1,0
T07505,16275.51,Expense,0.54,E316,Sales,16,1,1,Director,0,0,0,0,0
T07506,58516.16,Expense,0.09,E331,Sales,1,0,0,Director,0,0,0,0,0
T07507,10722.79,Expense,0.9,E116,IT,29,0,0,Manager,0,0,0,0,0
T07508,7918.48,Transfer,0.79,E179,Sales,29,0,0,Director,1,1,1,0,1
T07509,18663.11,Purchase,0.97,E275,Sales,19,1,0,Director,0,0,0,0,0
T07510,53313.78,Purchase,0.61,E138,Finance,19,1,0,Manager,1,0,1,0,1
T07511,36271.25,Purchase,0.52,E242,Sales,9,0,0,Director,0,0,1,0,0
T07512,108000.85,Purchase,0.52,E116,IT,20,0,0,Manager,1,0,1,0,0
T07513,456.54,Purchase,0.39,E348,IT,9,0,1,Director,0,0,0,1,0
T07514,2395.01,Expense,0.47,E134,Admin,29,0,0,VP,0,0,1,1,0
T07515,18804.9,Expense,0.64,E388,HR,11,0,0,Manager,0,0,0,0,0
T07516,34360.12,Expense,0.93,E245,Admin,1,1,0,Director,0,0,1,0,0
T07517,6716.29,Transfer,0.6,E314,Finance,19,0,0,Director,0,0,0,0,0
T07518,5467.99,Expense,0.86,E264,Finance,17,0,1,VP,0,0,0,0,0
T07519,30926.99,Purchase,0.86,E210,IT,6,0,1,VP,0,0,1,1,0
T07520,1160.67,Expense,0.52,E234,HR,1,1,0,Director,0,0,0,0,0
T07521,9221.12,Purchase,0.35,E173,Admin,18,0,1,VP,0,0,1,1,0
T07522,14096.67,Expense,0.64,E255,HR,9,0,0,VP,0,1,0,1,0
T07523,16435.47,Purchase,0.45,E314,IT,27,0,0,VP,0,0,1,0,0
T07524,26084.35,Expense,0.08,E373,Sales,1,1,0,VP,0,0,1,1,0
T07525,8765.32,Purchase,0.38,E378,IT,4,0,0,Director,0,1,0,0,0
T07526,18970.31,Purchase,0.99,E247,IT,22,0,1,VP,0,0,1,0,0
T07527,17607.64,Transfer,0.05,E130,HR,18,0,0,VP,0,0,1,0,0
T07528,15864.48,Expense,0.7,E113,Finance,17,0,0,Manager,0,1,1,0,0
T07529,20459.89,Purchase,0.84,E122,Sales,20,0,0,VP,0,0,0,0,0
T07530,6007.22,Expense,0.65,E101,Sales,19,1,1,Director,0,0,0,1,0
T07531,1768.95,Purchase,0.57,E277,Finance,23,0,0,Manager,0,0,1,0,0
T07532,2540.12,Transfer,0.71,E158,HR,23,1,1,VP,0,0,1,0,1
T07533,5087.07,Transfer,0.43,E388,HR,28,0,0,Manager,0,0,1,0,0
T07534,13870.86,Transfer,0.09,E275,Finance,14,0,0,Manager,0,0,1,0,0
T07535,36707.05,Transfer,0.96,E271,Admin,26,0,0,Director,1,0,0,0,0
T07536,24165.87,Purchase,0.43,E182,HR,27,0,0,Director,0,0,1,0,0
T07537,31121.79,Expense,0.67,E322,Finance,7,0,0,VP,0,0,1,0,0
T07538,8645.7,Transfer,0.53,E134,Admin,9,0,0,Manager,0,0,0,0,0
T07539,10372.24,Transfer,0.05,E396,IT,25,0,0,Manager,0,1,1,1,0
T07540,10007.01,Transfer,0.95,E209,Sales,20,0,1,Manager,1,0,0,0,1
T07541,4260.73,Expense,0.79,E334,Finance,9,0,0,Director,0,0,1,1,0
T07542,1263.41,Purchase,0.15,E138,HR,15,0,1,Director,0,0,0,0,0
T07543,17876.7,Purchase,0.98,E318,Sales,11,1,1,Director,1,0,0,0,1
T07544,90595.1,Purchase,0.74,E316,Admin,7,1,0,Director,0,0,0,1,1
T07545,3650.34,Purchase,0.47,E293,Sales,6,0,0,VP,0,0,0,0,0
T07546,956.19,Expense,0.61,E262,Finance,27,1,0,VP,1,0,0,0,0
T07547,30240.03,Expense,0.11,E215,IT,9,0,0,Manager,0,0,1,0,0
T07548,5822.72,Expense,0.56,E260,Admin,4,1,0,VP,0,0,1,0,0
T07549,35397.28,Transfer,0.07,E188,Admin,17,1,0,Manager,0,1,1,0,0
T07550,24343.64,Expense,0.54,E240,Admin,6,1,0,Manager,0,0,1,0,0
T07551,58254.88,Purchase,0.55,E273,Sales,29,0,1,Director,0,0,1,0,0
T07552,10516.32,Expense,0.87,E300,IT,17,0,0,Director,0,0,0,1,0
T07553,21692.4,Transfer,0.73,E212,Finance,26,1,0,VP,0,0,0,0,0
T07554,12504.34,Purchase,0.25,E273,Finance,25,0,1,VP,0,0,0,0,0
T07555,19916.89,Expense,0.89,E173,Sales,14,1,0,VP,0,0,0,0,0
T07556,11942.16,Purchase,0.57,E386,Finance,5,1,0,Manager,0,0,0,1,0
T07557,4180.68,Purchase,0.61,E224,Finance,18,1,0,Manager,0,0,0,0,0
T07558,14181.36,Expense,0.17,E123,IT,28,0,0,Director,0,0,0,1,0
T07559,15040.3,Expense,0.86,E131,Sales,8,0,0,VP,0,0,0,0,0
T07560,33278.29,Transfer,0.93,E353,Sales,10,0,0,Director,0,0,1,0,0
T07561,26599.85,Expense,0.77,E212,Admin,11,1,0,VP,0,0,1,0,0
T07562,21800.48,Expense,0.94,E294,Finance,22,0,0,VP,0,0,1,0,0
T07563,2406.94,Expense,0.3,E115,HR,29,0,0,Director,0,0,0,0,0
T07564,25503.38,Purchase,0.86,E311,IT,3,0,0,Manager,0,0,1,0,0
T07565,13875.15,Transfer,0.49,E207,IT,27,0,1,VP,0,0,1,0,0
T07566,44905.11,Purchase,0.16,E123,HR,2,0,0,Director,0,0,1,0,0
T07567,50482.33,Expense,0.67,E389,Admin,26,0,0,VP,0,0,1,0,0
T07568,1134.72,Transfer,0.68,E218,HR,27,0,1,Manager,0,0,1,0,0
T07569,34367.38,Expense,0.29,E280,HR,14,0,0,Director,0,0,0,0,0
T07570,768.53,Purchase,0.03,E137,Admin,4,0,0,Manager,0,0,0,0,0
T07571,9151.06,Purchase,0.2,E332,HR,17,1,1,VP,0,0,0,1,0
T07572,15630.83,Expense,0.4,E168,Admin,17,1,0,Manager,0,0,0,0,0
T07573,3205.74,Transfer,0.17,E181,Finance,21,0,0,VP,0,0,0,0,0
T07574,27433.15,Purchase,0.19,E217,Admin,26,0,0,VP,1,0,0,0,0
T07575,167.8,Expense,0.39,E149,Sales,9,1,1,VP,0,0,0,1,0
T07576,3692.86,Expense,0.96,E256,Sales,28,0,0,Director,0,1,0,1,0
T07577,17387.99,Expense,0.76,E173,HR,21,0,0,Manager,0,0,0,0,0
T07578,25062.39,Transfer,0.32,E282,Sales,22,0,0,Manager,1,0,0,0,0
T07579,49692.48,Expense,0.95,E205,Admin,26,0,0,Director,1,0,1,0,0
T07580,24449.3,Expense,0.65,E288,Finance,9,0,0,Director,0,1,0,0,0
T07581,22281.38,Purchase,0.46,E371,Admin,3,1,0,Manager,0,0,1,0,0
T07582,10028.77,Expense,0.47,E186,IT,28,0,0,VP,0,0,0,1,0
T07583,25.71,Transfer,0.41,E271,HR,4,0,0,Manager,1,0,1,0,0
T07584,2560.29,Expense,0.23,E351,Finance,2,0,0,VP,0,1,1,0,0
T07585,15295.21,Transfer,0.39,E243,HR,14,0,0,VP,0,0,0,1,0
T07586,22486.6,Expense,0.53,E383,IT,20,0,0,Manager,0,0,1,1,0
T07587,10806.75,Expense,0.53,E284,Sales,8,0,0,Director,0,0,1,0,0
T07588,26237.03,Expense,0.76,E253,IT,18,1,0,Director,0,0,0,1,0
T07589,14757.13,Transfer,0.36,E217,Sales,4,1,0,VP,0,0,0,1,0
T07590,1541.43,Purchase,0.72,E366,HR,8,0,0,Manager,0,0,0,0,0
T07591,4264.27,Transfer,0.58,E354,HR,7,0,0,Manager,0,1,1,0,0
T07592,36651.41,Purchase,0.96,E340,HR,25,0,0,Director,1,0,0,1,0
T07593,25813.34,Transfer,0.39,E270,Admin,15,0,1,Manager,0,0,1,0,0
T07594,45030.61,Expense,0.9,E204,Finance,15,0,0,Director,0,0,0,1,0
T07595,2501.23,Expense,0.82,E135,Admin,2,0,0,VP,0,0,0,0,0
T07596,92553.5,Purchase,0.64,E165,IT,4,0,1,Manager,0,0,0,1,0
T07597,4699.43,Purchase,0.65,E284,Finance,25,1,0,Manager,0,0,1,0,0
T07598,237.0,Transfer,0.08,E289,HR,22,1,0,Director,1,0,1,0,0
T07599,119222.11,Transfer,0.95,E254,HR,25,0,0,VP,0,0,0,0,0
T07600,6599.93,Purchase,0.11,E326,HR,9,1,0,VP,0,0,1,1,0
T07601,22053.58,Purchase,0.56,E240,Sales,23,0,1,Director,0,0,0,0,0
T07602,3888.26,Transfer,0.33,E175,IT,7,0,1,VP,0,0,0,0,0
T07603,17360.9,Purchase,0.43,E245,Admin,24,0,0,Manager,0,1,0,0,0
T07604,46875.43,Purchase,0.61,E137,IT,18,0,0,Manager,0,0,1,1,0
T07605,7718.58,Purchase,0.91,E361,Sales,26,0,0,Director,0,0,0,0,0
T07606,22188.65,Purchase,0.46,E225,Sales,12,1,0,VP,0,0,1,1,0
T07607,4162.72,Expense,0.99,E191,IT,14,1,0,VP,0,0,0,0,0
T07608,19605.68,Expense,0.59,E383,Sales,7,0,0,Manager,0,0,0,0,0
T07609,8203.03,Purchase,0.16,E360,Finance,6,0,0,Director,0,1,0,0,0
T07610,4745.06,Transfer,0.19,E207,HR,23,1,1,Director,0,0,0,0,0
T07611,7513.72,Expense,0.72,E144,Admin,22,1,0,Manager,0,1,0,1,1
T07612,3940.77,Transfer,0.05,E101,Sales,27,0,1,Manager,0,0,0,0,0
T07613,46438.64,Transfer,0.48,E300,Admin,19,1,0,VP,0,0,0,0,0
T07614,10122.96,Expense,0.15,E189,HR,21,0,0,Director,0,1,0,0,0
T07615,5628.15,Transfer,0.43,E314,IT,19,0,1,Manager,0,0,0,0,0
T07616,11898.93,Transfer,0.75,E214,HR,22,1,0,Director,0,0,0,0,0
T07617,7729.03,Purchase,0.46,E191,Admin,15,0,0,Director,0,0,1,0,0
T07618,27284.34,Purchase,0.16,E285,Finance,19,0,0,VP,0,0,0,1,0
T07619,70961.43,Purchase,0.25,E359,IT,12,0,0,Manager,1,0,0,1,0
T07620,11526.27,Expense,0.37,E257,Sales,2,0,1,VP,0,0,1,1,0
T07621,39470.43,Purchase,0.07,E156,Finance,11,0,0,Manager,0,0,0,1,0
T07622,16687.91,Transfer,0.58,E146,HR,13,0,0,Manager,0,0,0,0,0
T07623,3421.36,Transfer,0.61,E321,Admin,4,0,0,Director,0,0,0,0,0
T07624,23463.88,Transfer,0.06,E207,Admin,25,0,0,Manager,0,0,0,0,0
T07625,14407.67,Transfer,0.4,E399,Admin,1,0,0,Director,0,0,0,0,0
T07626,21031.13,Transfer,0.41,E279,HR,24,0,0,Manager,0,0,0,0,0
T07627,44088.74,Expense,0.33,E276,IT,21,0,0,Manager,0,0,0,0,0
T07628,11611.9,Transfer,0.56,E279,Sales,2,0,0,Director,0,0,0,0,0
T07629,46288.62,Expense,0.35,E136,Finance,14,0,0,VP,0,0,0,0,0
T07630,27779.48,Transfer,0.42,E162,HR,25,0,0,Director,0,1,0,0,0
T07631,13412.26,Expense,0.8,E367,Admin,18,0,0,Manager,0,0,0,1,0
T07632,18487.57,Expense,0.16,E372,Sales,11,1,0,VP,1,0,1,0,0
T07633,7878.08,Transfer,0.62,E389,Admin,11,0,0,Manager,0,0,1,1,0
T07634,82206.19,Transfer,0.51,E369,HR,19,1,0,VP,0,0,0,0,0
T07635,22013.36,Transfer,0.31,E368,Admin,17,0,1,VP,0,0,0,0,0
T07636,896.74,Transfer,0.73,E345,HR,17,0,1,Manager,1,0,1,0,1
T07637,7908.97,Purchase,0.55,E277,Admin,2,0,0,Manager,0,0,0,0,0
T07638,19526.89,Purchase,0.48,E166,HR,2,0,0,VP,0,0,1,0,0
T07639,1159.64,Expense,0.67,E376,Admin,13,0,0,VP,0,0,1,0,0
T07640,483.48,Expense,0.8,E307,Sales,6,0,0,Manager,0,0,1,0,0
T07641,11957.62,Purchase,0.97,E137,Sales,15,1,1,Manager,0,0,0,0,1
T07642,8090.02,Expense,0.63,E218,Admin,11,0,0,Director,0,0,1,1,0
T07643,11535.7,Transfer,0.87,E125,Admin,24,1,0,Manager,0,0,0,0,0
T07644,6095.03,Expense,0.0,E105,HR,28,0,0,Director,0,0,0,0,0
T07645,3599.71,Expense,0.53,E373,HR,4,1,0,Manager,0,0,1,0,0
T07646,23368.47,Expense,0.21,E332,HR,19,1,0,Director,0,0,1,1,0
T07647,14454.45,Purchase,0.09,E213,IT,29,0,1,Manager,0,1,0,0,0
T07648,4466.73,Purchase,0.53,E233,Admin,14,0,0,VP,0,0,1,0,0
T07649,7701.18,Expense,0.75,E277,Admin,18,0,0,Director,0,0,0,0,0
T07650,17920.35,Transfer,0.41,E124,Admin,17,0,0,Manager,0,1,0,0,0
T07651,1499.41,Expense,0.67,E147,Admin,8,1,1,Director,0,0,1,0,0
T07652,3190.54,Purchase,0.49,E379,HR,13,0,0,Director,0,0,1,0,0
T07653,1521.33,Transfer,0.44,E398,HR,23,1,1,Director,0,0,1,0,0
T07654,33460.05,Expense,0.29,E171,IT,29,0,0,Director,0,1,1,0,0
T07655,27919.56,Purchase,0.38,E300,HR,15,0,0,Manager,0,0,0,1,0
T07656,27992.69,Transfer,0.35,E132,Admin,11,0,0,Director,0,0,1,1,0
T07657,25198.55,Expense,0.65,E196,Admin,16,0,0,Manager,0,0,0,0,0
T07658,22136.04,Purchase,0.12,E144,Finance,18,0,0,Director,0,0,0,0,0
T07659,12963.17,Transfer,0.09,E362,HR,12,0,0,VP,0,0,1,0,0
T07660,20559.99,Expense,0.66,E169,Finance,23,1,0,Manager,0,0,1,0,0
T07661,782.33,Transfer,0.55,E392,Admin,12,0,1,Manager,0,0,0,1,0
T07662,19428.9,Transfer,0.43,E317,HR,6,0,0,Manager,0,0,0,0,0
T07663,30090.54,Transfer,0.15,E306,Admin,24,0,0,Manager,0,0,0,0,0
T07664,13877.28,Purchase,0.41,E271,Finance,6,0,0,Director,0,0,0,0,0
T07665,8848.18,Expense,0.79,E345,Finance,4,0,0,VP,0,0,0,0,0
T07666,6498.73,Transfer,0.89,E355,Sales,29,0,0,VP,0,0,0,0,0
T07667,20589.3,Transfer,0.7,E363,Sales,24,0,0,VP,0,0,0,0,0
T07668,23605.2,Transfer,0.06,E363,HR,1,0,0,VP,0,0,1,0,0
T07669,40953.83,Purchase,0.67,E104,HR,26,0,0,Manager,0,0,1,1,0
T07670,8381.16,Transfer,0.24,E109,HR,17,0,0,VP,0,0,1,0,0
T07671,29373.73,Purchase,0.32,E370,HR,4,0,1,VP,0,1,1,0,0
T07672,16481.33,Purchase,0.2,E329,HR,17,1,0,VP,0,0,0,1,0
T07673,42883.7,Transfer,0.78,E154,HR,5,0,1,Manager,0,0,1,0,0
T07674,15007.57,Transfer,0.65,E140,HR,27,0,0,Manager,0,0,1,0,0
T07675,14580.87,Purchase,0.61,E237,Finance,25,0,1,Director,0,0,0,0,0
T07676,17249.17,Purchase,0.67,E214,Finance,9,0,0,Director,0,0,1,1,0
T07677,27671.19,Transfer,0.24,E162,Finance,25,0,1,VP,0,0,0,0,0
T07678,66872.05,Purchase,0.44,E133,Admin,6,0,0,Manager,0,0,0,0,0
T07679,1528.19,Purchase,0.63,E351,IT,12,1,0,Manager,0,0,1,0,0
T07680,1098.3,Transfer,0.64,E296,Admin,17,0,0,Director,0,0,0,0,0
T07681,55467.89,Transfer,0.79,E351,HR,26,0,0,VP,0,0,0,0,0
T07682,15095.16,Expense,0.29,E161,IT,21,1,0,Manager,0,0,0,1,0
T07683,19085.2,Transfer,0.77,E324,Finance,10,0,0,Director,0,0,1,1,0
T07684,13171.96,Transfer,0.44,E153,Finance,2,1,0,Director,0,0,0,0,0
T07685,1966.76,Transfer,0.67,E258,Sales,28,1,1,VP,1,0,1,0,1
T07686,29228.06,Expense,0.46,E393,HR,1,0,1,VP,0,0,0,1,0
T07687,27505.08,Purchase,0.95,E124,HR,13,0,0,Manager,0,0,1,0,0
T07688,7470.71,Transfer,0.18,E336,Sales,21,1,0,Manager,1,0,0,0,0
T07689,7312.56,Transfer,0.68,E199,Admin,21,0,0,Director,0,1,0,0,0
T07690,36383.61,Expense,0.58,E327,Sales,1,0,0,Manager,1,0,0,1,0
T07691,1502.17,Expense,0.17,E277,HR,13,1,0,VP,0,0,0,1,0
T07692,42590.32,Expense,0.07,E254,Finance,29,0,0,Manager,0,0,1,0,0
T07693,5932.08,Purchase,0.8,E338,Sales,23,0,0,Manager,1,0,1,0,0
T07694,17978.09,Expense,0.16,E242,IT,3,0,0,Manager,0,0,1,0,0
T07695,54975.62,Purchase,0.19,E116,Finance,11,0,0,VP,1,1,0,1,1
T07696,22671.68,Transfer,0.98,E384,Admin,29,1,1,Manager,1,0,1,0,1
T07697,10703.38,Transfer,0.72,E104,Finance,22,0,0,Manager,0,0,0,1,0
T07698,23393.63,Transfer,0.25,E110,Admin,16,1,0,VP,0,0,1,0,0
T07699,8431.27,Expense,0.59,E307,Finance,18,0,0,VP,0,0,0,0,0
T07700,6494.07,Transfer,0.53,E180,HR,25,0,0,Manager,0,0,1,0,0
T07701,114175.57,Expense,0.84,E132,Admin,2,0,0,Manager,0,0,0,0,0
T07702,27789.21,Purchase,0.73,E258,Admin,18,0,0,VP,0,0,0,0,0
T07703,20696.98,Transfer,0.83,E373,Sales,17,0,0,Director,0,0,0,0,0
T07704,8779.08,Purchase,0.21,E214,Finance,1,0,0,Director,0,0,1,0,0
T07705,1008.21,Expense,0.64,E316,Admin,28,0,0,VP,0,0,1,1,0
T07706,630.99,Expense,0.04,E360,Admin,4,1,0,Director,0,0,0,0,0
T07707,16156.86,Transfer,0.07,E257,Finance,23,0,0,Director,1,0,0,0,0
T07708,28712.44,Transfer,0.71,E144,Finance,20,0,0,VP,0,0,0,1,0
T07709,15416.95,Expense,0.02,E219,IT,21,1,0,Director,0,0,0,0,0
T07710,36750.0,Transfer,0.58,E314,Sales,6,1,0,VP,0,0,0,0,0
T07711,679.96,Transfer,0.84,E227,Admin,21,1,0,Director,0,0,0,0,0
T07712,9137.87,Purchase,0.38,E353,Finance,5,0,0,Manager,0,0,0,1,0
T07713,5411.79,Expense,0.04,E137,Admin,20,0,0,Manager,0,0,1,0,0
T07714,11857.82,Purchase,0.71,E309,IT,9,0,1,VP,0,0,1,0,0
T07715,1502.58,Transfer,0.93,E193,IT,21,0,0,VP,0,0,1,0,0
T07716,61639.6,Purchase,0.72,E128,Admin,25,0,0,Director,0,0,0,0,0
T07717,5052.87,Expense,0.58,E263,Sales,4,0,0,VP,0,0,0,0,0
T07718,51100.0,Purchase,0.23,E236,HR,25,0,1,Director,0,0,0,0,0
T07719,11098.8,Purchase,0.02,E122,Admin,5,1,0,VP,0,0,0,0,0
T07720,84705.45,Transfer,0.69,E230,IT,8,0,0,VP,0,0,0,0,0
T07721,16151.34,Expense,0.23,E185,Sales,17,0,0,VP,0,0,1,0,0
T07722,53424.59,Transfer,0.86,E283,Finance,15,1,1,Manager,0,0,0,0,1
T07723,107.27,Transfer,0.47,E336,Sales,20,1,1,Manager,0,0,1,0,0
T07724,27585.49,Expense,0.53,E283,Sales,13,0,0,Director,0,0,0,0,0
T07725,46671.33,Purchase,0.75,E258,Admin,15,0,0,VP,0,0,0,1,0
T07726,3009.96,Transfer,0.78,E110,Sales,29,0,0,VP,0,0,0,0,0
T07727,2021.3,Purchase,0.64,E141,Finance,4,0,0,Manager,0,0,0,0,0
T07728,11052.84,Expense,0.94,E334,Admin,18,0,0,Manager,0,0,0,1,0
T07729,54264.95,Transfer,0.98,E230,IT,19,1,0,Manager,0,1,0,0,1
T07730,15634.61,Purchase,0.95,E284,Finance,24,0,0,Director,0,1,0,0,0
T07731,14992.51,Purchase,0.82,E113,Admin,28,1,0,VP,0,0,0,0,0
T07732,3042.66,Transfer,0.71,E353,Admin,8,0,1,Director,0,1,0,0,1
T07733,15.8,Expense,0.66,E246,HR,14,0,0,Manager,0,0,0,0,0
